Protein.IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1K-1	Peptides 1K-2	Peptides 1NM-1	Peptides 1NM-2	Peptides 2K-1	Peptides 2K-2	Peptides 2NM-1	Peptides 2NM-2	Peptides 3K-1	Peptides 3K-2	Peptides 3NM-1	Peptides 3NM-2	Peptides 4K-1	Peptides 4K-2	Peptides 4NM-1	Peptides 4NM-2	Razor + unique peptides 1K-1	Razor + unique peptides 1K-2	Razor + unique peptides 1NM-1	Razor + unique peptides 1NM-2	Razor + unique peptides 2K-1	Razor + unique peptides 2K-2	Razor + unique peptides 2NM-1	Razor + unique peptides 2NM-2	Razor + unique peptides 3K-1	Razor + unique peptides 3K-2	Razor + unique peptides 3NM-1	Razor + unique peptides 3NM-2	Razor + unique peptides 4K-1	Razor + unique peptides 4K-2	Razor + unique peptides 4NM-1	Razor + unique peptides 4NM-2	Unique peptides 1K-1	Unique peptides 1K-2	Unique peptides 1NM-1	Unique peptides 1NM-2	Unique peptides 2K-1	Unique peptides 2K-2	Unique peptides 2NM-1	Unique peptides 2NM-2	Unique peptides 3K-1	Unique peptides 3K-2	Unique peptides 3NM-1	Unique peptides 3NM-2	Unique peptides 4K-1	Unique peptides 4K-2	Unique peptides 4NM-1	Unique peptides 4NM-2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 1K-1	Identification type 1K-2	Identification type 1NM-1	Identification type 1NM-2	Identification type 2K-1	Identification type 2K-2	Identification type 2NM-1	Identification type 2NM-2	Identification type 3K-1	Identification type 3K-2	Identification type 3NM-1	Identification type 3NM-2	Identification type 4K-1	Identification type 4K-2	Identification type 4NM-1	Identification type 4NM-2	Sequence coverage 1K-1 [%]	Sequence coverage 1K-2 [%]	Sequence coverage 1NM-1 [%]	Sequence coverage 1NM-2 [%]	Sequence coverage 2K-1 [%]	Sequence coverage 2K-2 [%]	Sequence coverage 2NM-1 [%]	Sequence coverage 2NM-2 [%]	Sequence coverage 3K-1 [%]	Sequence coverage 3K-2 [%]	Sequence coverage 3NM-1 [%]	Sequence coverage 3NM-2 [%]	Sequence coverage 4K-1 [%]	Sequence coverage 4K-2 [%]	Sequence coverage 4NM-1 [%]	Sequence coverage 4NM-2 [%]	Intensity	Intensity 1K-1	Intensity 1K-2	Intensity 1NM-1	Intensity 1NM-2	Intensity 2K-1	Intensity 2K-2	Intensity 2NM-1	Intensity 2NM-2	Intensity 3K-1	Intensity 3K-2	Intensity 3NM-1	Intensity 3NM-2	Intensity 4K-1	Intensity 4K-2	Intensity 4NM-1	Intensity 4NM-2	LFQ intensity 1K-1	LFQ intensity 1K-2	LFQ intensity 1NM-1	LFQ intensity 1NM-2	LFQ intensity 2K-1	LFQ intensity 2K-2	LFQ intensity 2NM-1	LFQ intensity 2NM-2	LFQ intensity 3K-1	LFQ intensity 3K-2	LFQ intensity 3NM-1	LFQ intensity 3NM-2	LFQ intensity 4K-1	LFQ intensity 4K-2	LFQ intensity 4NM-1	LFQ intensity 4NM-2	MS/MS Count 1K-1	MS/MS Count 1K-2	MS/MS Count 1NM-1	MS/MS Count 1NM-2	MS/MS Count 2K-1	MS/MS Count 2K-2	MS/MS Count 2NM-1	MS/MS Count 2NM-2	MS/MS Count 3K-1	MS/MS Count 3K-2	MS/MS Count 3NM-1	MS/MS Count 3NM-2	MS/MS Count 4K-1	MS/MS Count 4K-2	MS/MS Count 4NM-1	MS/MS Count 4NM-2	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q7ZTS4|K1C18_DANRE;CON__P05784	sp|Q7ZTS4|K1C18_DANRE	16;1	16;1	16;1		2	16	16	16	14	9	13	14	12	12	13	14	14	14	15	12	12	11	12	13	14	9	13	14	12	12	13	14	14	14	15	12	12	11	12	13	14	9	13	14	12	12	13	14	14	14	15	12	12	11	12	13	43.6	43.6	43.6	48.63	431	431;423	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39	26.5	39	39	31.1	31.1	36.7	39	37.8	41.3	41.3	30.9	31.6	29.2	36.7	36.7	250090000	19820000	12575000	14491000	13886000	14367000	15564000	17584000	17390000	15300000	13217000	16686000	18959000	13248000	11527000	17800000	17676000	18540000	15063000	14531000	16412000	14866000	15042000	18246000	17956000	14467000	13026000	18597000	18593000	12105000	11768000	17696000	15819000	14	10	15	12	15	13	17	13	12	10	13	15	12	11	15	11	208				506	249;793;934;960;1164;1494;1850;1949;1950;2070;2129;2130;2141;2399;2739;2799	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	253;808;950;976;1183;1517;1875;1979;1980;2103;2163;2164;2175;2434;2781;2841;2842	3289;3290;3291;3292;3293;3294;3295;3296;3297;10435;10436;10437;10438;10439;10440;12451;12452;12453;12454;12455;12456;12457;12458;12459;12460;12461;12462;12463;12464;12465;12466;12467;12468;12469;12470;12795;12796;12797;12798;12799;12800;12801;12802;12803;12804;12805;12806;12807;12808;12809;12810;15752;15753;15754;15755;15756;15757;20329;20330;20331;20332;20333;20334;20335;20336;20337;20338;20339;20340;20341;20342;20343;20344;24881;24882;24883;24884;24885;24886;24887;24888;24889;24890;24891;24892;24893;24894;24895;24896;26125;26126;26127;26128;26129;26130;26131;26132;26133;26134;26135;26136;26137;26138;26139;26140;26141;26142;26143;26144;26145;26146;26147;26148;26149;26150;26151;26152;26153;27746;27747;27748;27749;27750;27751;27752;27753;27754;27755;27756;27757;27758;27759;27760;27761;27762;27763;27764;27765;27766;28502;28503;28504;28505;28506;28507;28508;28509;28510;28511;28512;28513;28514;28515;28516;28517;28518;28519;28520;28521;28522;28523;28524;28525;28526;28527;28528;28529;28530;28531;28532;28533;28534;28535;28536;28537;28538;28539;28540;28655;28656;28657;28658;28659;28660;28661;28662;28663;28664;28665;28666;28667;28668;28669;28670;28671;28672;28673;28674;28675;28676;28677;28678;28679;31629;31630;31631;31632;31633;31634;31635;31636;31637;31638;31639;31640;31641;31642;31643;31644;36379;36380;36381;36382;36383;36384;37081;37082;37083;37084;37085;37086;37087;37088;37089;37090;37091;37092;37093;37094;37095;37096;37097;37098;37099	2581;2582;2583;2584;2585;8035;8036;10233;10234;10235;10236;10237;10238;10239;10240;10241;10242;10243;10244;10245;10474;10475;10476;10477;10478;10479;10480;10481;10482;10483;10484;10485;10486;10487;10488;10489;10490;10491;10492;10493;10494;10495;10496;10497;10498;10499;10500;10501;10502;10503;12782;12783;16107;16108;16109;16110;16111;19373;19374;19375;19376;19377;19378;19379;19380;19381;19382;19383;19384;19385;19386;19387;20270;20271;20272;20273;20274;20275;20276;21367;21368;21369;21370;21371;21372;21373;21374;21375;21376;21377;21378;21379;21380;21381;21382;21383;21384;21385;21386;21387;21388;21982;21983;21984;21985;21986;21987;21988;21989;21990;21991;21992;21993;21994;21995;21996;21997;21998;21999;22000;22001;22002;22003;22004;22005;22006;22007;22008;22104;22105;22106;22107;22108;22109;22110;22111;22112;22113;22114;22115;22116;22117;22118;22119;22120;24241;24242;24243;24244;24245;24246;24247;24248;24249;24250;24251;24252;24253;24254;24255;24256;24257;24258;24259;24260;24261;24262;24263;24264;24265;24266;24267;24268;24269;24270;24271;24272;24273;28023;28364;28365;28366;28367;28368;28369;28370;28371;28372;28373;28374;28375;28376;28377;28378;28379;28380;28381;28382;28383;28384;28385;28386;28387;28388;28389;28390;28391;28392;28393;28394;28395;28396;28397;28398;28399	2584;8035;10233;10486;12783;16110;19374;20274;20275;21380;21990;22005;22118;24253;28023;28394	28	408
sp|Q7ZTY4|RBBP7_DANRE	sp|Q7ZTY4|RBBP7_DANRE	5	2	2		1	5	2	2	4	2	3	4	3	3	4	3	2	4	4	4	3	4	4	4	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	23	11	11	47.751	426	426	0	46.088	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	21.1	5.9	13.1	21.1	13.8	7.7	21.1	13.1	5.9	15	15	15	13.8	15	15	21.1	3977400	312640	130460	215360	502450	267020	208400	311690	269990	173880	0	224850	231450	258700	176380	215350	478800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443340	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	5				507	526;839;2501;2581;3037	True;True;False;False;False	538;854;2536;2620;3083	6848;6849;6850;6851;6852;6853;11114;11115;11116;11117;11118;11119;11120;11121;11122;11123;11124;11125;11126;11127;11128;11129;33071;33072;33073;33074;33075;33076;33077;33078;33079;33080;33081;33082;33083;33084;33085;33086;34216;34217;34218;34219;34220;34221;41162;41163;41164;41165;41166;41167;41168;41169;41170;41171;41172;41173;41174;41175;41176;41177	5265;5266;5267;9174;9175;25442;25443;25444;26239;32803;32804	5267;9175;25443;26239;32804		
sp|Q7ZU29|NUP93_DANRE	sp|Q7ZU29|NUP93_DANRE	1	1	1		1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	3.9	3.9	3.9	93.148	820	820	0	9.0018	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	3.9	0	0	0	0	0	0	3.9	0	3.9	3.9	3.9	3.9	3.9	3.9	0	446530	119100	0	0	0	0	0	0	43520	0	45653	14053	47868	73016	29521	73792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75932	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2				508	2761	TRUE	2803	36668;36669;36670;36671;36672;36673;36674;36675	28177;28178	28178		
sp|Q7ZU42|OLA1_DANRE	sp|Q7ZU42|OLA1_DANRE	7	7	7		1	7	7	7	3	4	4	4	3	5	4	5	4	5	6	4	4	3	5	3	3	4	4	4	3	5	4	5	4	5	6	4	4	3	5	3	3	4	4	4	3	5	4	5	4	5	6	4	4	3	5	3	30.3	30.3	30.3	44.901	396	396	0	63.766	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	12.6	14.1	15.9	18.2	11.6	20.2	15.9	25	15.2	20.2	27.8	17.7	17.4	12.4	24.5	14.9	34021000	2116000	1171000	2748400	3089600	1531600	1403900	2939600	2466800	2456000	2423300	2460900	2008100	1689200	1822300	1851100	1843100	1662300	1432700	1413300	3631500	2020100	3451900	1381900	1740700	2612100	2181100	2145300	2121500	1985100	3220900	1764300	1699200	2	2	3	2	1	2	2	2	4	5	6	3	2	4	2	0	42				509	323;843;1175;1212;2095;2308;2813	True;True;True;True;True;True;True	328;858;1194;1231;2129;2343;2856	4335;4336;4337;4338;4339;4340;11155;11156;11157;15855;15856;15857;15858;15859;15860;15861;15862;15863;15864;15865;16470;16471;16472;16473;16474;16475;16476;16477;16478;16479;16480;16481;16482;16483;28053;28054;28055;28056;28057;30473;30474;30475;30476;30477;30478;30479;30480;30481;30482;30483;37258;37259;37260;37261;37262;37263;37264;37265;37266;37267;37268;37269;37270;37271;37272;37273;37274;37275;37276;37277;37278;37279;37280;37281;37282	3345;3346;3347;9191;9192;12859;13313;13314;13315;13316;13317;13318;21620;21621;21622;23374;23375;28506;28507;28508;28509;28510;28511;28512;28513;28514;28515;28516;28517;28518;28519;28520;28521;28522;28523;28524;28525;28526;28527;28528;28529;28530;28531;28532;28533	3347;9191;12859;13316;21622;23375;28516		
sp|Q7ZU99|TERA_DANRE	sp|Q7ZU99|TERA_DANRE	30	30	30		1	30	30	30	25	23	25	25	23	23	24	21	24	24	24	25	21	23	25	23	25	23	25	25	23	23	24	21	24	24	24	25	21	23	25	23	25	23	25	25	23	23	24	21	24	24	24	25	21	23	25	23	57.4	57.4	57.4	89.423	806	806	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	49.6	45.8	47.3	48.3	46.2	45.8	47.9	43.8	46.9	47.5	46.8	47.9	44.9	46.9	50.5	47.5	353770000	26160000	16218000	24803000	29201000	21825000	22273000	29056000	15978000	22108000	19763000	20254000	23336000	19071000	15658000	24161000	23909000	25170000	17516000	29518000	33909000	19778000	18609000	31399000	26492000	15132000	15809000	20873000	21952000	18786000	16130000	21975000	23741000	25	22	19	23	18	25	24	18	30	26	44	22	23	24	24	12	379				510	106;109;226;424;478;586;661;662;663;667;907;948;992;1340;1421;1425;1482;1507;1541;1601;1902;1965;1990;2086;2098;2194;2241;2727;2881;2931	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	107;110;230;434;490;599;675;676;677;681;923;964;1008;1359;1442;1446;1505;1530;1564;1625;1929;1995;2022;2120;2132;2228;2275;2769;2926;2976	1404;1405;1406;1407;1408;1409;1410;1411;1412;1413;1414;1415;1416;1417;1418;1419;1420;1421;1422;1423;1424;1438;1439;1440;1441;1442;1443;1444;1445;1446;1447;1448;1449;1450;1451;1452;1453;2970;2971;2972;2973;2974;2975;2976;2977;2978;2979;2980;2981;2982;2983;2984;2985;2986;2987;2988;2989;2990;2991;2992;5595;5596;5597;5598;5599;5600;5601;5602;5603;5604;6190;6191;6192;6193;6194;6195;6196;6197;6198;6199;6200;6201;6202;6203;6204;6205;7662;7663;7664;7665;7666;7667;7668;7669;7670;7671;7672;7673;7674;7675;7676;7677;7678;7679;7680;7681;7682;8675;8676;8677;8678;8679;8680;8681;8682;8683;8684;8685;8686;8687;8688;8689;8690;8691;8692;8693;8694;8695;8696;8697;8698;8699;8700;8701;8702;8703;8704;8705;8706;8707;8708;8709;8710;8711;8712;8713;8714;8715;8754;8755;8756;8757;8758;8759;8760;8761;8762;8763;8764;8765;8766;8767;8768;12140;12141;12142;12143;12144;12145;12146;12147;12148;12149;12679;12680;12681;12682;12683;12684;12685;12686;12687;12688;13264;13265;13266;13267;13268;13269;13270;13271;18191;18192;18193;18194;18195;18196;18197;18198;18199;18200;18201;18202;18203;18204;18205;18206;18207;18208;18209;18210;18211;18212;19392;19393;19394;19395;19396;19397;19398;19399;19400;19401;19402;19403;19404;19405;19427;19428;19429;19430;19431;19432;19433;19434;19435;19436;19437;19438;19439;19440;19441;19442;19443;19444;19445;19446;19447;19448;19449;19450;19451;19452;19453;19454;19455;19456;19457;19458;19459;19460;19461;19462;19463;19464;19465;19466;19467;19468;19469;19470;19471;20198;20199;20200;20201;20202;20203;20204;20205;20206;20207;20208;20209;20210;20211;20212;20213;20484;20485;20486;20487;20488;20489;20490;20491;20492;20493;20494;20495;20496;20497;20498;20499;20500;20501;20502;20503;20504;20505;20506;20507;20508;20509;20510;20511;20512;20513;20862;20863;20864;20865;20866;20867;20868;20869;20870;20871;20872;20873;20874;20875;20876;20877;21824;21825;21826;21827;21828;21829;21830;21831;21832;25456;25457;25458;25459;25460;25461;25462;25463;25464;25465;25466;26312;26313;26314;26315;26316;26317;26318;26319;26320;26321;26322;26323;26324;26325;26326;26327;26678;26679;26680;26681;26682;26683;26684;26685;26686;26687;26688;26689;26690;26691;26692;26693;26694;26695;26696;26697;26698;26699;26700;26701;26702;26703;26704;26705;26706;26707;26708;26709;27964;27965;27966;27967;27968;27969;27970;27971;27972;27973;27974;27975;27976;27977;28080;28081;28082;28083;28084;28085;28086;28087;28088;28089;28090;28091;28092;28093;28094;28095;28096;28097;28098;28099;28100;28101;28102;28103;28104;28105;28106;28107;28108;29197;29198;29199;29200;29201;29202;29203;29204;29205;29206;29207;29208;29209;29210;29211;29212;29711;29712;29713;29714;29715;29716;29717;29718;29719;36252;36253;36254;36255;36256;36257;36258;36259;36260;38205;38206;38207;38208;38209;38210;39849;39850;39851;39852;39853;39854;39855;39856;39857;39858;39859;39860	1074;1075;1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1097;1098;1099;1100;1101;1102;1103;1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;1126;2231;2232;2233;2234;2235;2236;2237;2238;2239;2240;2241;2242;2243;2244;4285;4286;4788;4789;4790;4791;4792;4793;4794;4795;4796;4797;4798;4799;4800;4801;4802;4803;4804;5848;5849;5850;5851;5852;5853;5854;5855;5856;5857;5858;5859;5860;5861;5862;6671;6672;6673;6674;6675;6676;6677;6678;6679;6680;6681;6682;6683;6684;6685;6686;6687;6688;6689;6690;6691;6692;6693;6694;6720;6721;6722;6723;6724;6725;6726;6727;6728;6729;9952;9953;9954;9955;9956;9957;9958;9959;9960;9961;10419;10420;10421;10422;10423;10424;10425;10426;10427;10821;10822;10823;14664;14665;14666;14667;14668;14669;14670;14671;14672;14673;14674;14675;14676;14677;14678;14679;14680;14681;14682;14683;14684;14685;14686;14687;14688;14689;14690;14691;14692;14693;14694;14695;14696;14697;14698;14699;14700;14701;14702;14703;15470;15471;15472;15473;15474;15475;15476;15477;15485;15486;15487;15488;15489;15490;15491;15492;15493;15494;15495;15496;15497;15498;15499;15500;15501;15502;15503;15504;15505;15506;15507;15508;15509;15510;15511;15512;16028;16029;16030;16031;16032;16033;16034;16035;16036;16037;16038;16039;16040;16041;16042;16043;16044;16045;16194;16195;16196;16197;16198;16199;16200;16201;16202;16203;16204;16205;16206;16207;16208;16209;16210;16211;16212;16213;16214;16215;16216;16217;16521;16522;16523;16524;16525;16526;16527;16528;16529;16530;16531;16532;16533;16534;16535;16536;16537;16538;16539;16540;16541;16542;16543;16544;17329;17330;17331;17332;17333;17334;17335;19776;20369;20370;20371;20372;20373;20374;20375;20376;20377;20378;20379;20380;20381;20382;20383;20384;20639;20640;20641;20642;20643;20644;20645;20646;20647;20648;20649;20650;20651;20652;20653;20654;20655;20656;20657;20658;20659;20660;20661;20662;20663;20664;20665;20666;20667;20668;20669;20670;20671;20672;20673;20674;20675;20676;20677;20678;20679;20680;20681;21587;21588;21589;21590;21591;21592;21593;21594;21595;21596;21597;21629;21630;21631;21632;21633;21634;21635;21636;21637;21638;21639;21640;21641;21642;21643;21644;21645;21646;21647;21648;21649;21650;21651;21652;21653;21654;21655;21656;21657;21658;21659;22573;22574;22575;22576;22577;22823;22824;22825;27940;27941;27942;27943;27944;27945;27946;27947;27948;29229;29230;29231;29232;31810;31811;31812;31813;31814;31815;31816;31817;31818	1076;1099;2233;4286;4789;5860;6671;6674;6692;6721;9956;10427;10821;14672;15472;15502;16036;16199;16534;17333;19776;20378;20651;21595;21632;22573;22825;27944;29231;31812	29	550
sp|Q7ZUC7|PGES2_DANRE	sp|Q7ZUC7|PGES2_DANRE	4	4	4		1	4	4	4	3	2	2	3	2	3	4	4	3	3	2	3	4	3	2	4	3	2	2	3	2	3	4	4	3	3	2	3	4	3	2	4	3	2	2	3	2	3	4	4	3	3	2	3	4	3	2	4	15.6	15.6	15.6	42.792	377	377	0	14.132	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	11.9	7.4	8.2	11.4	7.7	11.4	15.6	15.6	11.4	11.4	8.2	11.4	15.6	11.4	7.7	15.6	16195000	1030400	417560	881080	1500100	559490	751330	1592500	1405200	1200200	1123800	673110	673160	1236600	1090900	633340	1426000	1205200	875690	1072000	1235200	842460	985850	1219300	1107000	1024600	1012600	716220	970160	900440	1097500	967540	1048900	3	0	1	1	3	3	1	1	3	3	2	1	3	0	2	0	27				511	1296;2549;2604;2793	True;True;True;True	1315;2587;2643;2835	17555;17556;17557;17558;17559;17560;17561;17562;17563;17564;17565;17566;17567;17568;33770;33771;33772;33773;33774;33775;33776;33777;33778;33779;33780;33781;33782;33783;33784;33785;33786;34495;34496;34497;34498;34499;34500;34501;34502;34503;34504;34505;34506;34507;34508;34509;37002;37003;37004;37005;37006;37007	14122;14123;14124;14125;14126;14127;14128;14129;25952;25953;25954;26465;26466;26467;26468;26469;26470;26471;26472;26473;26474;26475;26476;26477;26478;26479;28328	14123;25952;26476;28328		
sp|Q7ZUG0|RUXE_DANRE	sp|Q7ZUG0|RUXE_DANRE	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12	12	12	10.789	92	92	0	18.171	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	16617000	753210	508330	992850	475010	941820	1392000	496960	1169400	1639000	1414900	1256800	1301300	1016100	1193200	1377400	688810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637800	2	0	1	1	1	1	2	2	1	2	2	1	1	2	3	0	22				512	2801	TRUE	2844	37110;37111;37112;37113;37114;37115;37116;37117;37118;37119;37120;37121;37122;37123;37124;37125	28401;28402;28403;28404;28405;28406;28407;28408;28409;28410;28411;28412;28413;28414;28415;28416;28417;28418;28419;28420;28421;28422;28423	28414		
sp|Q7ZUH1|CN166_DANRE	sp|Q7ZUH1|CN166_DANRE	4	4	4		1	4	4	4	0	2	3	2	0	3	1	3	4	4	2	1	4	3	2	1	0	2	3	2	0	3	1	3	4	4	2	1	4	3	2	1	0	2	3	2	0	3	1	3	4	4	2	1	4	3	2	1	19.8	19.8	19.8	27.857	242	242	0	12.863	By matching	By MS/MS	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	8.7	13.2	9.9	0	14.5	5.4	16.5	19.8	19.8	7.9	4.5	19.8	14.5	9.9	5.4	5186400	0	175840	123510	109360	0	861240	190390	190100	1022400	929760	223150	91760	279000	641930	192850	155130	0	0	0	0	0	590180	0	0	766440	1022300	398720	0	540060	630720	0	0	0	1	0	0	0	1	0	0	1	2	1	1	0	2	1	1	11				513	100;1258;1643;2117	True;True;True;True	101;1277;1668;2151	1354;1355;1356;1357;1358;1359;1360;1361;1362;1363;1364;17049;17050;17051;17052;17053;17054;22412;22413;22414;22415;22416;22417;22418;22419;28321;28322;28323;28324;28325;28326;28327;28328;28329;28330	1023;1024;1025;1026;1027;1028;13692;13693;13694;13695;13696;17756;17757;21832	1023;13693;17757;21832		
sp|Q7ZUN8|YKT6_DANRE	sp|Q7ZUN8|YKT6_DANRE	5	5	5		1	5	5	5	3	3	3	3	5	4	4	3	4	4	3	4	5	5	3	3	3	3	3	3	5	4	4	3	4	4	3	4	5	5	3	3	3	3	3	3	5	4	4	3	4	4	3	4	5	5	3	3	42.4	42.4	42.4	22.405	198	198	0	43.681	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.3	28.3	28.3	28.3	42.4	33.8	33.8	28.3	33.8	33.8	28.3	33.8	42.4	42.4	28.3	28.3	23682000	941550	1379900	1501600	1478400	1658000	1807500	2033900	1168600	1978900	2202600	702880	902610	1987500	1897900	983420	1056200	1032500	1080300	3156600	3042800	1207800	908830	1338100	2349400	1351400	802720	1160500	1651300	1035900	1311600	1441100	958920	1	0	1	1	0	2	2	1	4	5	3	2	4	4	3	0	33				514	625;1191;1998;2210;2401	True;True;True;True;True	638;1210;2030;2244;2436	8273;8274;8275;8276;8277;8278;8279;8280;8281;8282;8283;8284;8285;8286;16087;16088;16089;16090;16091;16092;16093;16094;16095;16096;16097;16098;16099;16100;16101;16102;16103;16104;16105;16106;16107;16108;26795;26796;26797;26798;26799;26800;26801;26802;26803;26804;26805;26806;26807;26808;26809;26810;29407;29408;29409;29410;29411;29412;29413;29414;29415;29416;29417;29418;29419;29420;29421;29422;31658;31659;31660	6332;6333;6334;6335;6336;13028;13029;13030;13031;13032;13033;13034;13035;13036;13037;13038;13039;13040;13041;13042;13043;20721;20722;20723;20724;20725;20726;20727;20728;22685;22686;22687;22688;22689;22690;22691;22692;22693;22694;22695;24282	6335;13036;20727;22691;24282		
sp|Q7ZUP0|AN32A_DANRE	sp|Q7ZUP0|AN32A_DANRE	9	9	9		1	9	9	9	7	6	8	7	7	7	7	7	6	6	8	8	6	6	7	5	7	6	8	7	7	7	7	7	6	6	8	8	6	6	7	5	7	6	8	7	7	7	7	7	6	6	8	8	6	6	7	5	28.7	28.7	28.7	29.091	254	254	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.7	22.4	28.7	28.7	22.4	25.6	28.3	27.6	22.4	22.4	27.6	27.6	27.6	27.2	27.6	22.8	124100000	6933300	4790200	6955900	8635600	9755600	9181400	9493300	8868500	7388300	5729700	9262600	9547600	6479100	5789400	8777700	6510200	7377700	6128400	10725000	12324000	6776800	7029200	13040000	10951000	6359500	3976300	7446200	7691400	5382500	4158400	8246000	8248500	5	5	7	9	4	5	7	6	7	4	8	5	4	6	4	3	89				515	278;354;1207;1208;1300;1658;1659;2341;2342	True;True;True;True;True;True;True;True;True	283;360;1226;1227;1319;1683;1684;2376;2377	3727;3728;3729;3730;3731;3732;3733;3734;3735;3736;3737;3738;3739;3740;3741;3742;3743;3744;3745;3746;3747;3748;3749;3750;3751;3752;3753;3754;3755;4674;4675;4676;4677;4678;4679;4680;16386;16387;16388;16389;16390;16391;16392;16393;16394;16395;16396;16397;16398;16399;16400;16401;16402;16403;16404;16405;16406;16407;16408;16409;16410;16411;16412;16413;16414;16415;16416;16417;16418;16419;16420;16421;17625;17626;17627;17628;17629;17630;17631;17632;17633;17634;17635;17636;17637;17638;17639;17640;17641;17642;17643;17644;17645;17646;17647;17648;17649;22573;22574;22575;22576;22577;22578;22579;22580;22581;22582;22583;22584;22585;22586;30951;30952;30953;30954;30955;30956;30957;30958;30959;30960;30961;30962;30963;30964;30965;30966;30967;30968;30969;30970;30971;30972;30973;30974;30975;30976;30977;30978;30979;30980;30981;30982;30983;30984;30985;30986;30987;30988;30989;30990	2908;2909;2910;2911;2912;2913;2914;2915;2916;2917;2918;2919;2920;2921;2922;2923;2924;2925;2926;2927;2928;2929;2930;2931;2932;2933;2934;2935;2936;2937;2938;2939;2940;2941;2942;2943;2944;2945;2946;2947;2948;2949;2950;3592;13289;13290;13291;13292;13293;14216;14217;14218;14219;14220;14221;14222;14223;14224;14225;17863;17864;17865;17866;17867;17868;17869;23716;23717;23718;23719;23720;23721;23722;23723;23724;23725;23726;23727;23728;23729;23730;23731;23732;23733;23734;23735;23736;23737;23738;23739;23740;23741	2915;3592;13291;13293;14225;17863;17869;23725;23731		
